address,district,area,bedrooms,garage,type,rent,total,area_z,bedrooms_z,garage_z,standard_score,high_standard,standard_score_type,high_standard_type
Rua Anhanguera,Barra Funda,75,2,1,Apartamento,2955,3976,-0.13354609287076158,0.03257732861801848,-0.05536504964913233,-0.15633381390187542,0,0.01454092228537119,0
Alameda Glete,Campos Elíseos,45,1,0,Apartamento,1679,1744,-0.5389318495601805,-1.0421968680895024,-0.9385440628021179,-2.519672780451801,0,-2.946486287231809,0
Rua Santa Isabel,Vila Buarque,32,1,0,Studio e kitnet,1160,1672,-0.7145990107922621,-1.0421968680895024,-0.9385440628021179,-2.6953399416838826,0,-0.5091593405758374,0
Rua Vergueiro,Vila Mariana,48,1,0,Apartamento,1600,2328,-0.4983932738912386,-1.0421968680895024,-0.9385440628021179,-2.479134204782859,0,-2.8874539543839415,0
Rua Engenheiro Edgar Autran,Jardim Maria Estela,44,1,0,Casa,1200,1376,-0.5524447081164945,-1.0421968680895024,-0.9385440628021179,-2.533185639008115,0,-3.1215487716177237,0
Avenida Alberto Augusto Alves,Vila Andrade,25,1,0,Studio e kitnet,2890,3368,-0.8091890206864598,-1.0421968680895024,-0.9385440628021179,-2.78992995157808,0,-1.269941487291868,0
Rua Doutor Heitor Nascimento,Nossa Senhora do Ó,55,2,1,Apartamento,1798,2546,-0.40380326399704086,0.03257732861801848,-0.05536504964913233,-0.42659098502815473,0,-0.3790079633670768,0
Alameda Barros,Santa Cecilia,35,1,0,Apartamento,2000,2519,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.1432607300580333,0
Avenida Presidente Humberto de Alencar Castelo Branco,Vila Leonor,60,2,1,Apartamento,1750,2388,-0.336238971215471,0.03257732861801848,-0.05536504964913233,-0.3590266922465849,0,-0.28062074195396486,0
Avenida José Galante,Vila Suzana,78,1,2,Apartamento,3500,5593,-0.09300751720181968,-1.0421968680895024,0.8278139635038533,-0.3073904217874688,0,-0.06479374732707388,0
Rua Doutor Celso Dario Guimarães,Jardim Morumbi,310,4,3,Casa em condomínio,5500,10030,3.04197566786302,2.1821257220330605,1.7109929766568388,6.93509436655292,1,4.468818033584285,0
Rua Itambacuri,Jardim Oriental,100,2,0,Casa,1600,1718,0.20427537103708754,0.03257732861801848,-0.9385440628021179,-0.7016913631470119,0,-1.6620308626939124,0
Avenida Rangel Pestana,Brás,36,1,1,Apartamento,1600,2112,-0.6605475765670061,-1.0421968680895024,-0.05536504964913233,-1.7581094943056408,0,-2.007414846486313,0
Rua Coronel Gustavo Santiago,Vila Zilda,27,1,0,Apartamento,2100,2331,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-3.3006802843190126,0
Rua Tito Oliani,São João Clímaco,250,3,2,Casa,5000,5437,2.2312041544841823,1.1073515253255395,0.8278139635038533,4.166369643313575,1,2.008868865413662,0
Avenida João Barreto de Menezes,Vila Santa Catarina,40,1,0,Casa,1500,1563,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.1608705654153524,0
Alameda Itu,Cerqueira César,50,1,1,Apartamento,3000,3661,-0.4713675567786107,-1.0421968680895024,-0.05536504964913233,-1.5689294745172453,0,-1.7319306265295988,0
Rua Terceiro-sargento João Soares de Faria,Parque Novo Mundo,56,2,1,Apartamento,1350,1905,-0.3902904054407269,0.03257732861801848,-0.05536504964913233,-0.4130781264718407,0,-0.3593305190844544,0
Rua Antônio Dias da Silva,Vila Amalia (zona Norte),61,1,1,Apartamento,1355,2108,-0.32272611265915707,-1.0421968680895024,-0.05536504964913233,-1.4202880303977918,0,-1.5154787394207525,0
Rua Catarina Vieira,Vila Dalila,42,1,0,Apartamento,2000,2247,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.005518620079676,0
Rua Alegria,Brás,39,1,1,Apartamento,2300,2633,-0.6200090008980643,-1.0421968680895024,-0.05536504964913233,-1.717570918636699,0,-1.9483825136384454,0
Rua Barra dos Bugres,Vila Zat,50,1,0,Casa,930,970,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-3.0625660809212802,0
Rua Santa Isabel,Vila Buarque,40,1,0,Apartamento,1450,1836,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.044873508644921,0
Rua Cônego Vicente Miguel Marino,Barra Funda,36,1,0,Casa,1600,1735,-0.6605475765670061,-1.0421968680895024,-0.9385440628021179,-2.6412885074586265,0,-3.2001923592129815,0
Rua Esmeraldino Cavalcanti Torres,Vila Isolina Mazzei,30,1,0,Casa em condomínio,1420,1595,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-2.9404090262341613,0
Rua Paulo Florence,Vila Primavera,30,1,0,Casa,750,782,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-3.2591750499094245,0
Rua Damásio Mascarenhas,Santana,70,2,0,Casa,2700,2814,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.9569443161761289,0
Rua Tenente Coronel Antonio Braga,Vila Santa Catarina,54,2,0,Apartamento,1350,2348,-0.4173161225533548,0.03257732861801848,-0.9385440628021179,-1.3232828567374542,0,-1.5148538469387973,0
Avenida do Taboão,Taboão,49,2,1,Apartamento,1020,1594,-0.48488041533492465,0.03257732861801848,-0.05536504964913233,-0.5076681363660385,0,-0.4970726290628113,0
Rua Retiro,Maranhão,70,2,1,Apartamento,3850,4608,-0.20111038565233139,0.03257732861801848,-0.05536504964913233,-0.22389810668344523,0,-0.0838462991277408,0
Rua Nicola Nicodemo,Vila Celeste,28,1,0,Apartamento,862,945,-0.7686504450175179,-1.0421968680895024,-0.9385440628021179,-2.749391375909138,0,-3.2810028400363898,0
Rua Isidoro Kauffman,Parque Residencial Julia,72,2,0,Casa,3200,3480,-0.17408466853970347,0.03257732861801848,-0.9385440628021179,-1.0800514027238028,0,-1.9372834192773143,0
Rua Luís Góis,Mirandópolis,69,2,1,Apartamento,2320,3010,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-0.10352374341036322,0
Rua Girassol,Vila Madalena,84,2,1,Apartamento,3400,4832,-0.011930365863935899,0.03257732861801848,-0.05536504964913233,-0.03471808689504975,0,0.19163792082897282,0
Rua Catarina Vieira,Vila Dalila,43,1,0,Apartamento,2300,2559,-0.5659575666728084,-1.0421968680895024,-0.9385440628021179,-2.546698497564429,0,-2.985841175797054,0
Avenida Vila Ema,Vila Ema,26,1,0,Apartamento,1600,2012,-0.7956761621301458,-1.0421968680895024,-0.9385440628021179,-2.776417093021766,0,-3.3203577286016346,0
Rua Nelson Gama de Oliveira,Vila Andrade,106,2,2,Apartamento,4000,5603,0.28535252237497133,0.03257732861801848,0.8278139635038533,1.145743814496843,0,1.7407101343357634,0
Rua Murutinga do Sul,Tatuapé,90,2,1,Apartamento,2500,3446,0.06914678547394788,0.03257732861801848,-0.05536504964913233,0.046359064442834025,0,0.3097025865247072,0
Rua Cláudio Rodrigues Lopes,Chora Menino,42,2,1,Apartamento,1840,2111,-0.5794704252291224,0.03257732861801848,-0.05536504964913233,-0.6022581462602363,0,-0.634814739041168,0
Rua Mauá,Centro,59,1,0,Apartamento,1200,1716,-0.349751829771785,-1.0421968680895024,-0.9385440628021179,-2.330492760663405,0,-2.6710020672750954,0
Rua Conselheiro Furtado,Liberdade,38,1,0,Apartamento,2200,2870,-0.6335218594543782,-1.0421968680895024,-0.9385440628021179,-2.6142627903459985,0,-3.0842283972101656,0
Rua Francisco Alves,Vila Romana,22,1,0,Casa,950,1124,-0.8497275963554016,-1.0421968680895024,-0.9385440628021179,-2.830468527247022,0,-3.3378186375046823,0
Rua Doutor Jesuíno Maciel,Campo Belo,45,1,1,Studio e kitnet,3950,4767,-0.5389318495601805,-1.0421968680895024,-0.05536504964913233,-1.6364937672988151,0,3.0586947367624244,1
Rua Conchilia,Vila Albertina,79,2,1,Casa,2800,2919,-0.07949465864550571,0.03257732861801848,-0.05536504964913233,-0.10228237967661957,0,-1.2248104476617208,0
Rua Fiandeiras,Vila Olímpia,67,2,1,Apartamento,3771,5186,-0.24164896132127328,0.03257732861801848,-0.05536504964913233,-0.26443668235238715,0,-0.14287863197560802,0
Rua da Consolação,Consolação,38,1,1,Apartamento,1400,2228,-0.6335218594543782,-1.0421968680895024,-0.05536504964913233,-1.7310837771930128,0,-1.9680599579210678,0
Rua Armando Ramos Filho,Moinho Velho,40,1,0,Apartamento,1200,1347,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.044873508644921,0
Avenida Moreira Guimarães,Indianópolis,58,2,1,Apartamento,1890,2998,-0.36326468832809894,0.03257732861801848,-0.05536504964913233,-0.3860524093592128,0,-0.3199756305192097,0
Rua Doutor Luís Barreto,Bela Vista,31,1,0,Studio e kitnet,1200,1720,-0.728111869348576,-1.0421968680895024,-0.9385440628021179,-2.708852800240196,0,-0.6178425043924132,0
Rua Domingos Ataide,Parque Reboucas,46,2,1,Apartamento,1200,1797,-0.5254189910038666,0.03257732861801848,-0.05536504964913233,-0.5482067120349804,0,-0.5561049619106785,0
Rua Dom Constantino Barradas,Vila Gumercindo,64,2,1,Apartamento,3300,4130,-0.2821875369902152,0.03257732861801848,-0.05536504964913233,-0.3049752580213291,0,-0.2019109648234752,0
Rua Marie Nader Calfat,Jardim Ampliação,47,1,1,Apartamento,2700,3414,-0.5119061324475526,-1.0421968680895024,-0.05536504964913233,-1.609468050186187,0,-1.790962959377466,0
Rua Doutor Luiz Migliano,Jardim Caboré,75,3,1,Apartamento,2280,3457,-0.13354609287076158,1.1073515253255395,-0.05536504964913233,0.9184403828056455,0,1.2690763640347813,0
Rua Dona Aurora Alegretti,Jardim Caravelas,125,3,2,Casa,6000,6423,0.5420968349449367,1.1073515253255395,0.8278139635038533,2.4772623237743296,0,0.7800628092377611,0
Rua Joaquim Guarani,Jardim das Acacias,19,0,0,Studio e kitnet,1970,2404,-0.8902661720243435,-2.1169710647970232,-0.9385440628021179,-3.945781299623485,0,-6.802830228778463,0
Rua Padre Carvalho,Pinheiros,68,2,1,Apartamento,3800,5396,-0.22813610276495933,0.03257732861801848,-0.05536504964913233,-0.25092382379607314,0,-0.1232011876929856,0
Avenida Aratãs,Indianópolis,70,2,1,Apartamento,3100,4219,-0.20111038565233139,0.03257732861801848,-0.05536504964913233,-0.22389810668344523,0,-0.0838462991277408,0
Rua Helvétia,Campos Elíseos,42,1,0,Apartamento,1932,2406,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.005518620079676,0
Rua Fani Lerner,Parque Nações Unidas,43,2,0,Apartamento,1350,1402,-0.5659575666728084,0.03257732861801848,-0.9385440628021179,-1.4719243008569078,0,-1.7313057340476437,0
Rua Pedro Rendon,Jardim Consórcio,35,1,0,Casa,1350,1447,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.2100228076623885,0
Rua Manuel de Faria Dória,Vila Paulistania,50,1,0,Casa,800,834,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-3.0625660809212802,0
Rua Antônio Hélio de Azevedo Marques,Vila Inglesa,40,1,0,Casa,1350,1441,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.1608705654153524,0
Rua Herval,Belenzinho,27,1,0,Studio e kitnet,2200,2793,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-1.0525751596587163,0
Avenida Vieira de Carvalho,República,29,1,0,Studio e kitnet,1150,1736,-0.7551375864612039,-1.0421968680895024,-0.9385440628021179,-2.735878517352824,0,-0.8352088320255647,0
Rua João Dias de Vergara,Jardim Olinda,70,2,0,Casa,900,938,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.9569443161761289,0
Rua Manoel Oliveira Gonçalves,Jardim Jaçanã,30,1,0,Casa,500,509,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-3.2591750499094245,0
Rua Madre de Deus,Mooca,56,2,1,Apartamento,2200,3244,-0.3902904054407269,0.03257732861801848,-0.05536504964913233,-0.4130781264718407,0,-0.3593305190844544,0
Rua Francisco Antunes,Vila Augusta,91,3,2,Apartamento,2700,3733,0.08265964403026185,1.1073515253255395,0.8278139635038533,2.0178251328596546,0,2.7000839118458373,0
Avenida Dória,Campo Belo,52,2,1,Apartamento,3000,4101,-0.44434183966598273,0.03257732861801848,-0.05536504964913233,-0.46712956069709655,0,-0.43804029621494406,0
Rua Tabor,Ipiranga,30,1,0,Casa,1650,1720,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-3.2591750499094245,0
Rua Doutor Diogo de Faria,Vila Clementino,25,1,0,Studio e kitnet,2590,3215,-0.8091890206864598,-1.0421968680895024,-0.9385440628021179,-2.78992995157808,0,-1.269941487291868,0
Rua Almirante Calheiros,Tatuapé,38,2,1,Apartamento,3000,3672,-0.6335218594543782,0.03257732861801848,-0.05536504964913233,-0.6563095804854922,0,-0.7135245161716577,0
Rua Visconde de Itaboraí,Vila Azevedo,60,2,0,Casa,2115,2204,-0.336238971215471,0.03257732861801848,-0.9385440628021179,-1.2422057053995705,0,-2.055248800670201,0
Rua Machado Bitencourt,Vila Clementino,75,2,1,Apartamento,2500,3707,-0.13354609287076158,0.03257732861801848,-0.05536504964913233,-0.15633381390187542,0,0.01454092228537119,0
Rua José Medina Zavalla,Vila Araguaia,43,1,0,Casa,620,647,-0.5659575666728084,-1.0421968680895024,-0.9385440628021179,-2.546698497564429,0,-3.131379220067131,0
Rua Doutor Neto de Araújo,Vila Mariana,74,2,1,Apartamento,4600,6152,-0.14705895142707553,0.03257732861801848,-0.05536504964913233,-0.16984667245818938,0,-0.005136521997251207,0
Rua Ministro Godói,Perdizes,24,1,0,Apartamento,2500,3171,-0.8227018792427737,-1.0421968680895024,-0.9385440628021179,-2.8034428101343942,0,-3.3597126171668794,0
Rua Pentecostes,Vila Califórnia,28,1,0,Casa,695,758,-0.7686504450175179,-1.0421968680895024,-0.9385440628021179,-2.749391375909138,0,-3.2788359468082393,0
Rua Duarte de Azevedo,Santana,45,1,1,Apartamento,2500,3611,-0.5389318495601805,-1.0421968680895024,-0.05536504964913233,-1.6364937672988151,0,-1.830317847942711,0
Rua Professor Doutor José Marques da Cruz,Jardim das Acácias,26,1,0,Studio e kitnet,3500,3889,-0.7956761621301458,-1.0421968680895024,-0.9385440628021179,-2.776417093021766,0,-1.161258323475292,0
Rua São João Gualberto,Vila Mafra,41,2,0,Apartamento,1572,1702,-0.5929832837854363,0.03257732861801848,-0.9385440628021179,-1.4989500179695359,0,-1.7706606226128885,0
Rua General Júlio Marcondes Salgado,Campos Elíseos,70,2,0,Apartamento,2200,2762,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.2000147384168387,0
Avenida Pompéia,Vila Pompéia,50,2,2,Apartamento,2880,3999,-0.4713675567786107,0.03257732861801848,0.8278139635038533,0.38902373534326107,0,0.638773254508909,0
Avenida Sebastião Henriques,Vila Siqueira (zona Norte),67,3,1,Apartamento,3000,3817,-0.24164896132127328,1.1073515253255395,-0.05536504964913233,0.8103375143551338,0,1.111656809773802,0
Rua Afonso Bandeira de Melo,Campo Belo,30,1,0,Studio e kitnet,1350,1461,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-0.7265256682089889,0
Rua dos Marapés,Vila Campestre,40,1,0,Casa,730,761,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.1608705654153524,0
Rua Dona Antônia de Queirós,Consolação,56,2,1,Apartamento,4300,5139,-0.3902904054407269,0.03257732861801848,-0.05536504964913233,-0.4130781264718407,0,-0.3593305190844544,0
Avenida Benjamin Harris Hunnicutt,Portal dos Gramados,48,2,1,Apartamento,1500,1798,-0.4983932738912386,0.03257732861801848,-0.05536504964913233,-0.5211809949223525,0,-0.5167500733454337,0
Avenida Sebastião Henriques,Vila Siqueira (zona Norte),53,2,1,Apartamento,1900,2745,-0.4308289811096688,0.03257732861801848,-0.05536504964913233,-0.45361670214078265,0,-0.41836285193232164,0
Rua Heitor Peixoto,Cambuci,45,2,1,Apartamento,2150,2853,-0.5389318495601805,0.03257732861801848,-0.05536504964913233,-0.5617195705912944,0,-0.5757824061933008,0
Avenida Rebouças,Pinheiros,49,1,1,Apartamento,5962,6998,-0.48488041533492465,-1.0421968680895024,-0.05536504964913233,-1.5824423330735593,0,-1.7516080708122213,0
Rua Bacaetava,Vila Gertrudes,74,3,1,Apartamento,2800,4448,-0.14705895142707553,1.1073515253255395,-0.05536504964913233,0.9049275242493316,0,1.2493989197521589,0
Rua Evolução,Vila Brasilina,32,1,0,Casa,850,937,-0.7145990107922621,-1.0421968680895024,-0.9385440628021179,-2.6953399416838826,0,-3.23951415301061,0
Rua Bela Cintra,Consolação,58,2,1,Apartamento,4850,5684,-0.36326468832809894,0.03257732861801848,-0.05536504964913233,-0.3860524093592128,0,-0.3199756305192097,0
Rua Barão de Tatuí,Vila Buarque,25,1,0,Studio e kitnet,1250,1616,-0.8091890206864598,-1.0421968680895024,-0.9385440628021179,-2.78992995157808,0,-1.269941487291868,0
Rua Octacílio Celestino Gallo,Taboão,85,2,2,Apartamento,1718,2277,0.0015824926923780661,0.03257732861801848,0.8278139635038533,0.8619737848142498,0,1.3274838044006931,0
Avenida Bosque da Saúde,Saúde,42,1,0,Casa,2000,2235,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.141209668516538,0
Rua Francisca Miquelina,Bela Vista,27,1,0,Studio e kitnet,3500,4032,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-1.0525751596587163,0
Praça da República,República,41,1,0,Apartamento,1020,1920,-0.5929832837854363,-1.0421968680895024,-0.9385440628021179,-2.5737242146770565,0,-3.025196064362299,0
Rua Jaceru,Vila Gertrudes,82,3,0,Casa,3200,3398,-0.038956082976563826,1.1073515253255395,-0.9385440628021179,0.12985137954685777,0,-0.9299661390262346,0
Rua Manuel de Almeida,Vila Guilherme,40,2,0,Casa,1220,1272,-0.6064961423417503,0.03257732861801848,-0.9385440628021179,-1.5124628765258499,0,-2.251857769658345,0
Rua Bartolomeu de Gusmão,Vila Mariana,32,1,1,Studio e kitnet,2560,3100,-0.7145990107922621,-1.0421968680895024,-0.05536504964913233,-1.8121609285308968,0,1.6458136071469391,0
Rua Frei Caneca,Consolação,30,1,0,Apartamento,3723,4260,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-3.241647951471145,0
Avenida Santos Dumont,Santana,54,2,1,Apartamento,1800,2293,-0.4173161225533548,0.03257732861801848,-0.05536504964913233,-0.44010384358446863,0,-0.39868540764969923,0
Rua Borba Gato,Santo Amaro,87,2,2,Apartamento,3700,5347,0.028608209805005995,0.03257732861801848,0.8278139635038533,0.8889995019268777,0,1.366838692965938,0
Rua Alexandre Levi,Cambuci,61,3,2,Apartamento,2900,3727,-0.32272611265915707,1.1073515253255395,0.8278139635038533,1.6124393761702356,0,2.1097605833671658,0
Rua Capitão José Amaral,Vila Portuguesa,41,2,2,Apartamento,1530,1854,-0.5929832837854363,0.03257732861801848,0.8278139635038533,0.2674080083364354,0,0.46167625596530737,0
Rua Professor Celso Quirino dos Santos,Cidade São Francisco,67,3,1,Apartamento,2000,2792,-0.24164896132127328,1.1073515253255395,-0.05536504964913233,0.8103375143551338,0,1.111656809773802,0
Rua Esmeralda Monteiro,Vila Campestre,50,1,0,Casa,940,999,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-3.0625660809212802,0
Avenida Guilherme,Vila Guilherme,61,3,1,Apartamento,3800,4417,-0.32272611265915707,1.1073515253255395,-0.05536504964913233,0.7292603630172501,0,0.9935921440780677,0
Rua Coronel Francisco de Oliveira Simões,Paraíso do Morumbi,82,3,2,Apartamento,1820,3205,-0.038956082976563826,1.1073515253255395,0.8278139635038533,1.896209405852829,0,2.522986913302236,0
Rua Capistrano de Abreu,Barra Funda,50,2,1,Apartamento,2900,3667,-0.4713675567786107,0.03257732861801848,-0.05536504964913233,-0.49415527780972457,0,-0.4773951847801889,0
Avenida Ipiranga,República,33,1,0,Studio e kitnet,1800,2519,-0.7010861522359481,-1.0421968680895024,-0.9385440628021179,-2.6818270831275686,0,-0.4004761767592616,0
Rua Rego Barros,Jardim Vila Formosa,61,3,1,Apartamento,2800,3357,-0.32272611265915707,1.1073515253255395,-0.05536504964913233,0.7292603630172501,0,0.9935921440780677,0
Rua Francisco Coelho dos Santos Filho,Jardim Kuabara,42,1,0,Casa,1175,1259,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.141209668516538,0
Rua Antônio Simplício,Parque Ramos Freitas,45,2,0,Casa,1150,1221,-0.5389318495601805,0.03257732861801848,-0.9385440628021179,-1.4448985837442798,0,-2.2027055274113088,0
Rua Guaianases,Campos Elíseos,28,1,0,Studio e kitnet,700,1150,-0.7686504450175179,-1.0421968680895024,-0.9385440628021179,-2.749391375909138,0,-0.9438919958421406,0
Rua Pangaré,Vila Butantã,39,2,0,Apartamento,2000,2568,-0.6200090008980643,0.03257732861801848,-0.9385440628021179,-1.5259757350821639,0,-1.8100155111781333,0
Rua Tamandaré,Aclimação,31,1,1,Apartamento,2500,3507,-0.728111869348576,-1.0421968680895024,-0.05536504964913233,-1.8256737870872106,0,-2.105802067899425,0
Rua Desembargador Rodrigues Sette,Jardim Peri,50,2,1,Apartamento,1350,2022,-0.4713675567786107,0.03257732861801848,-0.05536504964913233,-0.49415527780972457,0,-0.4773951847801889,0
Rua Abernesia,Santa Maria,42,2,1,Apartamento,2550,2868,-0.5794704252291224,0.03257732861801848,-0.05536504964913233,-0.6022581462602363,0,-0.634814739041168,0
Rua Pedro Malaquias,Vila Carrão,68,3,1,Apartamento,4500,5289,-0.22813610276495933,1.1073515253255395,-0.05536504964913233,0.8238503729114478,0,1.1313342540564244,0
Rua Jorge Cândido Marin,Vila Santa Luzia,69,2,1,Apartamento,1500,2342,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-0.10352374341036322,0
Rua Horácio Alves da Costa,Jardim Nosso Lar,66,3,4,Apartamento,2500,3628,-0.25516181987758724,1.1073515253255395,2.594171989809824,3.4463616952577762,0,4.4404846833584735,1
Rua Tebas,Jardim Brasil (zona Sul),230,3,2,Casa,7800,8465,1.9609469833579027,1.1073515253255395,0.8278139635038533,3.896112472187296,1,1.8122598964255179,0
Rua Alfredo Pujol,Bela Vista,25,1,1,Apartamento,2097,2487,-0.8091890206864598,-1.0421968680895024,-0.05536504964913233,-1.9067509384250945,0,-2.2238667335951594,0
Rua Costeira,Jardim Arize,75,2,0,Casa,1090,1160,-0.13354609287076158,0.03257732861801848,-0.9385440628021179,-1.039512827054861,0,-1.9077920739290928,0
Rua Heitor Penteado,Sumarezinho,80,3,1,Apartamento,3111,4067,-0.06598180008919176,1.1073515253255395,-0.05536504964913233,0.9860046755872153,0,1.3674635854478934,0
Rua Doutor Bacelar,Vila Clementino,27,1,0,Studio e kitnet,4500,4892,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-1.0525751596587163,0
Rua Abílio Pedro Ramos,Vila Nilo,50,2,0,Casa,1020,1093,-0.4713675567786107,0.03257732861801848,-0.9385440628021179,-1.3773342909627102,0,-2.153553285164273,0
Rua Doutor José Maurício de Oliveira,Vila Gopouva,69,3,2,Apartamento,2900,3657,-0.21462324420864537,1.1073515253255395,0.8278139635038533,1.7205422446207475,0,2.2671801376281446,0
"Rua Topázio, 701 - Vila Mariana, São Paulo - Sp, Brasil",Vila Mariana,33,1,1,Apartamento,2999,3853,-0.7010861522359481,-1.0421968680895024,-0.05536504964913233,-1.7986480699745828,0,-2.06644717933418,0
Avenida Raimundo Pereira de Magalhães,Jardim Iris,70,3,1,Apartamento,1550,2345,-0.20111038565233139,1.1073515253255395,-0.05536504964913233,0.8508760900240757,0,1.1706891426216692,0
Rua João Cachoeira,Vila Nova Conceição,40,1,1,Studio e kitnet,5425,6467,-0.6064961423417503,-1.0421968680895024,-0.05536504964913233,-1.704058060080385,0,2.515278917679545,1
Avenida Lins de Vasconcelos,Cambuci,85,2,2,Apartamento,5290,6579,0.0015824926923780661,0.03257732861801848,0.8278139635038533,0.8619737848142498,0,1.3274838044006931,0
Avenida Interlagos,Jardim Marajoara,95,2,1,Apartamento,3000,4612,0.1367110782555177,0.03257732861801848,-0.05536504964913233,0.11392335722440386,0,0.4080898079378192,0
Avenida Doutora Ruth Cardoso,Pinheiros,69,2,1,Apartamento,3800,5202,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-0.10352374341036322,0
Rua Artur Prado,Bela Vista,25,1,0,Studio e kitnet,2600,3200,-0.8091890206864598,-1.0421968680895024,-0.9385440628021179,-2.78992995157808,0,-1.269941487291868,0
Rua Campos Bicudo,Jardim Europa,50,1,1,Studio e kitnet,3500,5415,-0.4713675567786107,-1.0421968680895024,-0.05536504964913233,-1.5689294745172453,0,3.6021105558453033,1
Rua José Maria Lisboa,Jardim Paulista,160,3,1,Apartamento,4000,6890,1.0150468844159253,1.1073515253255395,-0.05536504964913233,2.0670333600923323,0,2.9416591280576854,0
Avenida Portugal,Centro,43,1,1,Apartamento,2000,3894,-0.5659575666728084,-1.0421968680895024,-0.05536504964913233,-1.6635194844114432,0,-1.8696727365079557,0
Avenida Bosque da Saúde,Vila da Saúde,41,1,1,Apartamento,2130,3193,-0.5929832837854363,-1.0421968680895024,-0.05536504964913233,-1.690545201524071,0,-1.9090276250732006,0
Rua Piratininga,Brás,53,2,1,Apartamento,2600,3555,-0.4308289811096688,0.03257732861801848,-0.05536504964913233,-0.45361670214078265,0,-0.41836285193232164,0
Rua Alvorada,Vila Olímpia,44,2,1,Apartamento,3300,5124,-0.5524447081164945,0.03257732861801848,-0.05536504964913233,-0.5752324291476084,0,-0.5954598504759232,0
Avenida Ipiranga,República,46,1,0,Apartamento,2500,2996,-0.5254189910038666,-1.0421968680895024,-0.9385440628021179,-2.506159921895487,0,-2.9268088429491863,0
Rua Francisco Estácio Fortes,Santa Cecilia,88,2,1,Apartamento,3341,4370,0.04212106836131996,0.03257732861801848,-0.05536504964913233,0.019333347330206113,0,0.2703476979594624,0
Rua do Lavapés,Cambuci,55,2,0,Apartamento,1100,1742,-0.40380326399704086,0.03257732861801848,-0.9385440628021179,-1.3097699981811401,0,-1.495176402656175,0
Rua Santa Isabel,Vila Buarque,27,1,0,Studio e kitnet,2620,3054,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-1.0525751596587163,0
Avenida Bosque da Saúde,Vila da Saúde,45,1,1,Apartamento,2100,3494,-0.5389318495601805,-1.0421968680895024,-0.05536504964913233,-1.6364937672988151,0,-1.830317847942711,0
Rua José Getúlio,Liberdade,40,2,0,Apartamento,2360,2841,-0.6064961423417503,0.03257732861801848,-0.9385440628021179,-1.5124628765258499,0,-1.790338066895511,0
Rua Purpurina,Sumarezinho,55,2,1,Apartamento,5200,7262,-0.40380326399704086,0.03257732861801848,-0.05536504964913233,-0.42659098502815473,0,-0.3790079633670768,0
Rua Doutor Mário Ferraz,Jardim Paulistano,50,1,1,Apartamento,6180,8215,-0.4713675567786107,-1.0421968680895024,-0.05536504964913233,-1.5689294745172453,0,-1.7319306265295988,0
