address,district,area,bedrooms,garage,type,rent,total,area_z,bedrooms_z,garage_z,standard_score,high_standard,standard_score_type,high_standard_type
Avenida Miguel Frias E Vasconcelos,Jaguaré,73,3,2,Apartamento,3300,4196,-0.1605718099833895,1.1073515253255395,0.8278139635038533,1.7745936788460033,0,2.3458899147586343,0
Rua Antonieta,Picanço,71,3,2,Apartamento,1850,2729,-0.18759752709601743,1.1073515253255395,0.8278139635038533,1.7475679617333753,0,2.3065350261933895,0
Rua Giácomo Cozzarelli,Vila Santa Teresa,49,2,1,Apartamento,1375,1738,-0.48488041533492465,0.03257732861801848,-0.05536504964913233,-0.5076681363660385,0,-0.4970726290628113,0
Alameda Ribeiro da Silva,Campos Elíseos,43,1,0,Apartamento,1150,1670,-0.5659575666728084,-1.0421968680895024,-0.9385440628021179,-2.546698497564429,0,-2.985841175797054,0
Rua Calógero Calía,Vila Santo Estefano,90,3,2,Apartamento,2500,3796,0.06914678547394788,1.1073515253255395,0.8278139635038533,2.0043122743033406,0,2.6804064675632153,0
Rua Ministro Gastão Mesquita,Perdizes,84,3,2,Apartamento,3509,5164,-0.011930365863935899,1.1073515253255395,0.8278139635038533,1.923235122965457,0,2.562341801867481,0
Rua Floro de Oliveira,Jardim Adriana,125,2,2,Casa em condomínio,1500,1878,0.5420968349449367,0.03257732861801848,0.8278139635038533,1.4024881270668084,0,0.23831142102499706,0
Rua Anhanguera,Vila Curuçá,100,2,2,Casa,2000,2127,0.20427537103708754,0.03257732861801848,0.8278139635038533,1.0646666631589592,0,-0.3747111977544267,0
Rua Vianópolis,Vila Maria Alta,126,2,2,Casa,2100,2256,0.5556096935012506,0.03257732861801848,0.8278139635038533,1.4160009856231222,0,-0.11911953806983921,0
Rua José Gonçalves Gomide,Vila Guilherme,50,1,0,Apartamento,600,803,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-2.8480990658186967,0
Rua Paolo Coviello,Vila Moinho Velho,140,3,2,Casa,2800,3076,0.744789713289646,1.1073515253255395,0.8278139635038533,2.6799552021190385,0,0.9275195359788693,0
Rua Nossa Senhora dos Anjos,Chácara Mafalda,180,3,3,Casa,3200,3544,1.2853040555422046,1.1073515253255395,1.7109929766568388,4.103648557524583,1,1.9643973064249005,0
Rua Giuseppe Moscatti,Jardim Oriental,150,2,5,Casa,2300,2543,0.8799182988527857,0.03257732861801848,3.4773510029628096,4.389846630433614,1,2.0477907221251623,0
Rua Antônio Vivaldi,Jardim Guanca,50,1,0,Apartamento,1250,1341,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-2.8480990658186967,0
Avenida Duque de Caxias,Santa Efigênia,39,1,0,Studio e kitnet,1150,1558,-0.6200090008980643,-1.0421968680895024,-0.9385440628021179,-2.6007499317896845,0,0.25162280614019295,0
Avenida Doutor José Higino,Vila Oratorio,170,2,2,Casa,2700,3080,1.150175469979065,0.03257732861801848,0.8278139635038533,2.010566762100937,0,0.313420193704078,0
Rua Rego Freitas,Socorro,45,1,0,Apartamento,2080,2550,-0.5389318495601805,-1.0421968680895024,-0.9385440628021179,-2.519672780451801,0,-2.946486287231809,0
Rua Orfanato,Vila Prudente,42,1,0,Apartamento,1350,1436,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.005518620079676,0
Rua Serra de Botucatu,Vila Gomes Cardim,40,1,0,Apartamento,1500,1733,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.044873508644921,0
Rua Conselheiro Furtado,Liberdade,36,1,0,Studio e kitnet,1798,2261,-0.6605475765670061,-1.0421968680895024,-0.9385440628021179,-2.6412885074586265,0,-0.07442668530953428,0
Avenida Piassanguaba,Planalto Paulista,70,1,1,Casa,2080,2353,-0.20111038565233139,-1.0421968680895024,-0.05536504964913233,-1.298672303390966,0,-2.2222972794633935,0
Rua Viela,Vila Moreira,50,1,0,Casa,1200,1285,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-3.0625660809212802,0
Rua Joel Jorge de Melo,Vila Mariana,40,1,0,Casa,1980,2214,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.1608705654153524,0
Rua Salvador de Lima,Tatuapé,22,1,0,Studio e kitnet,1140,1454,-0.8497275963554016,-1.0421968680895024,-0.9385440628021179,-2.830468527247022,0,-1.5959909787415951,0
Rua Cavour,Vila Prudente,31,1,0,Apartamento,1450,1661,-0.728111869348576,-1.0421968680895024,-0.9385440628021179,-2.708852800240196,0,-3.221970507188523,0
Rua Guatemala,Parque das Nações,125,3,2,Casa,2800,3210,0.5420968349449367,1.1073515253255395,0.8278139635038533,2.4772623237743296,0,0.7800628092377611,0
Rua Coremu,Vila Esperança,51,2,0,Apartamento,1300,1624,-0.4578546982222967,0.03257732861801848,-0.9385440628021179,-1.3638214324063962,0,-1.5738861797866646,0
Rua dos Estudantes,Liberdade,22,1,0,Studio e kitnet,1500,1825,-0.8497275963554016,-1.0421968680895024,-0.9385440628021179,-2.830468527247022,0,-1.5959909787415951,0
Rua Artur Bernardes,Vila Invernada,120,2,2,Casa,2300,2578,0.4745325421633668,0.03257732861801848,0.8278139635038533,1.3349238342852385,0,-0.1781022287662825,0
Rua Henrique Sousa Queirós,Penha de França,100,2,2,Casa,2150,2241,0.20427537103708754,0.03257732861801848,0.8278139635038533,1.0646666631589592,0,-0.3747111977544267,0
Rua Padre Benedito de Camargo,Penha de França,60,2,0,Casa,1480,1629,-0.336238971215471,0.03257732861801848,-0.9385440628021179,-1.2422057053995705,0,-2.055248800670201,0
Rua Benvinda Aparecida de Abreu Leme,Santana,24,1,1,Studio e kitnet,2000,2307,-0.8227018792427737,-1.0421968680895024,-0.05536504964913233,-1.9202637969814085,0,0.7763482966143329,0
Rua Otto de Alencar,Liberdade,35,1,0,Apartamento,1475,1832,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.1432607300580333,0
Rua Piraçununga,Vila Bertioga ,40,1,0,Studio e kitnet,1050,1096,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,0.3603059699567688,0
Rua Sud Menucci,Vila Camilópolis,69,2,1,Casa,1750,1919,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-1.323114932155793,0
Rua Baía Grande,Vila Alpina,40,1,0,Casa,1000,1067,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.1608705654153524,0
Rua Toledo Barbosa,Belenzinho,52,2,0,Apartamento,2100,2430,-0.44434183966598273,0.03257732861801848,-0.9385440628021179,-1.3503085738500822,0,-1.5542087355040421,0
Avenida Brigadeiro Luís Antônio,Bela Vista,81,3,0,Apartamento,2020,3007,-0.05246894153287779,1.1073515253255395,-0.9385440628021179,0.11633852099054376,0,0.27097259044141775,0
Rua Venezuela,Taboão,40,1,1,Apartamento,1000,1271,-0.6064961423417503,-1.0421968680895024,-0.05536504964913233,-1.704058060080385,0,-1.928705069355823,0
Rua Padre Chico,Santo Amaro,150,3,2,Casa em condomínio,3500,3966,0.8799182988527857,1.1073515253255395,0.8278139635038533,2.8150837876821786,0,1.408821977964314,0
Rua André Natale,Jardim Popular,80,2,1,Casa em condomínio,1900,2220,-0.06598180008919176,0.03257732861801848,-0.05536504964913233,-0.08876952112030562,0,-0.8543315794869968,0
Rua Cecília Davy,Jardim Cidade Pirituba,130,2,2,Casa,3200,3360,0.6096611277265065,0.03257732861801848,0.8278139635038533,1.4700524198483782,0,-0.07979774427221037,0
Rua Santo André,Boa Vista,63,2,2,Apartamento,3000,3622,-0.29570039554652916,0.03257732861801848,0.8278139635038533,0.5646908965753425,0,0.8945800301830003,0
Rua James Stolz,Vila Ema,40,1,1,Apartamento,1200,1679,-0.6064961423417503,-1.0421968680895024,-0.05536504964913233,-1.704058060080385,0,-1.928705069355823,0
Rua Oscar Horta,Mooca,110,2,1,Casa,2800,2847,0.33940395660022715,0.03257732861801848,-0.05536504964913233,0.31661623556911334,0,-0.9200665457300975,0
Rua Martino Pesenti,Conjunto Habitacional Teotonio Vilela,36,1,1,Casa,900,938,-0.6605475765670061,-1.0421968680895024,-0.05536504964913233,-1.7581094943056408,0,-2.5565325267432386,0
Largo do Arouche,República,35,1,0,Studio e kitnet,1671,2086,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-0.18310984912611006,0
Rua Rosicler,Vila Nova Pauliceia,80,2,1,Casa,1800,1935,-0.06598180008919176,0.03257732861801848,-0.05536504964913233,-0.08876952112030562,0,-1.2149799992123138,0
Rua Alora,Jardim Arize,58,2,1,Apartamento,1230,1577,-0.36326468832809894,0.03257732861801848,-0.05536504964913233,-0.3860524093592128,0,-0.3199756305192097,0
Rua Brigadeiro Tobias,Centro,60,1,0,Apartamento,2100,2531,-0.336238971215471,-1.0421968680895024,-0.9385440628021179,-2.316979902107091,0,-2.651324622992473,0
Rua Doutor Solon Fernandes,Vila Rosália,60,1,0,Apartamento,1150,1342,-0.336238971215471,-1.0421968680895024,-0.9385440628021179,-2.316979902107091,0,-2.651324622992473,0
Rua Soldado Paulo Tansini,Jardim do Papai,120,2,2,Casa,3000,3197,0.4745325421633668,0.03257732861801848,0.8278139635038533,1.3349238342852385,0,-0.1781022287662825,0
Rua Jorge Tibiriçá,Vila Mariana,196,3,2,Casa,4500,5275,1.5015097924432281,1.1073515253255395,0.8278139635038533,3.4366752812726213,0,1.4780246491456728,0
Rua Carvalho de Freitas,Vila Andrade,45,1,1,Apartamento,3519,4033,-0.5389318495601805,-1.0421968680895024,-0.05536504964913233,-1.6364937672988151,0,-1.830317847942711,0
Travessa Maria Bela Rodrigues,Vila Brasilina,35,1,0,Casa em condomínio,1000,1098,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-2.896139998558124,0
Rua Clemente Pereira,Ipiranga,54,2,0,Apartamento,1820,1923,-0.4173161225533548,0.03257732861801848,-0.9385440628021179,-1.3232828567374542,0,-1.5148538469387973,0
Rua Lombroso,Vila Bela,50,2,2,Casa,2500,2842,-0.4713675567786107,0.03257732861801848,0.8278139635038533,0.38902373534326107,0,-0.8662336202247873,0
Avenida Benjamin Harris Hunicutt,Portal dos Gramados,51,2,1,Apartamento,1500,1558,-0.4578546982222967,0.03257732861801848,-0.05536504964913233,-0.48064241925341056,0,-0.45771774049756647,0
Rua Guararapes,Brooklin Paulista,107,2,1,Casa,3950,4263,0.2988653809312853,0.03257732861801848,-0.05536504964913233,0.2760776599001714,0,-0.949557891078319,0
Rua Itaúna,Vila Maria,45,2,1,Apartamento,2700,3357,-0.5389318495601805,0.03257732861801848,-0.05536504964913233,-0.5617195705912944,0,-0.5757824061933008,0
Rua dos Guaxins,Planalto Paulista,300,4,4,Casa,8000,8840,2.90684708229988,2.1821257220330605,2.594171989809824,7.683144794142764,1,4.696723748580515,1
Rua Marambaia,Casa Verde,29,1,0,Studio e kitnet,1500,2048,-0.7551375864612039,-1.0421968680895024,-0.9385440628021179,-2.735878517352824,0,-0.8352088320255647,0
Rua Luís do Paço,Tatuapé,42,1,0,Studio e kitnet,950,1578,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,0.5776722975899202,0
Avenida Moaci,Planalto Paulista,60,2,0,Casa,2368,2747,-0.336238971215471,0.03257732861801848,-0.9385440628021179,-1.2422057053995705,0,-2.055248800670201,0
Rua Patumi,Vila Beatriz,50,2,1,Casa em condomínio,1610,1709,-0.4713675567786107,0.03257732861801848,-0.05536504964913233,-0.49415527780972457,0,-1.119945745543217,0
Avenida do Estado,Cambuci,35,1,0,Apartamento,1493,1870,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.1432607300580333,0
Rua Luís do Paço,Tatuapé,32,1,0,Apartamento,850,1327,-0.7145990107922621,-1.0421968680895024,-0.9385440628021179,-2.6953399416838826,0,-3.2022930629059,0
Avenida Engenheiro Thomaz Magalhães,Sítio da Figueira,63,2,1,Apartamento,2000,2540,-0.29570039554652916,0.03257732861801848,-0.05536504964913233,-0.318488116577643,0,-0.22158840910609762,0
Rua Marumbi,Vila Invernada,36,1,0,Apartamento,1120,1319,-0.6605475765670061,-1.0421968680895024,-0.9385440628021179,-2.6412885074586265,0,-3.1235832857754104,0
Avenida Major Roberto dos Santos,Jardim Brasil (zona Norte),85,1,0,Casa,1200,1342,0.0015824926923780661,-1.0421968680895024,-0.9385440628021179,-1.9791584381992422,0,-2.718500385192028,0
Rua Doutor Joaquim D’aquino Fonseca,Sítio do Mandaqui,50,2,1,Casa,1460,1597,-0.4713675567786107,0.03257732861801848,-0.05536504964913233,-0.49415527780972457,0,-1.5098934526945302,0
Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,69,2,1,Apartamento,1881,2633,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-0.10352374341036322,0
Avenida Regente Feijó,Vila Regente Feijó,55,1,2,Apartamento,4000,5170,-0.40380326399704086,-1.0421968680895024,0.8278139635038533,-0.6181861685826899,0,-0.5173749658273892,0
Avenida Regente Feijó,Vila Regente Feijó,55,1,2,Studio e kitnet,4300,5571,-0.40380326399704086,-1.0421968680895024,0.8278139635038533,-0.6181861685826899,0,6.300499322650959,1
Rua Florinda Barbosa,Vila Germinal,62,2,1,Casa em condomínio,1693,1764,-0.3092132541028431,0.03257732861801848,-0.05536504964913233,-0.332000975133957,0,-1.013700079120729,0
Rua Coronel Antônio de Sá Barreto,Vila Elze,80,2,1,Casa,1600,1723,-0.06598180008919176,0.03257732861801848,-0.05536504964913233,-0.08876952112030562,0,-1.2149799992123138,0
Praça Barão de Itaqui,Vila Gomes Cardim,42,1,1,Apartamento,2600,3455,-0.5794704252291224,-1.0421968680895024,-0.05536504964913233,-1.6770323429677572,0,-1.8893501807905781,0
Rua Severino Soares,Vila Mazzei,45,1,0,Casa em condomínio,820,857,-0.5389318495601805,-1.0421968680895024,-0.9385440628021179,-2.519672780451801,0,-2.807601943206051,0
Rua Tabatinguera,Sé,23,1,1,Studio e kitnet,1790,2468,-0.8362147377990877,-1.0421968680895024,-0.05536504964913233,-1.9337766555377225,0,0.6676651327977572,0
Rua Joaquim Rodrigues Costa,Vila Maria Alta,45,1,0,Apartamento,1120,1214,-0.5389318495601805,-1.0421968680895024,-0.9385440628021179,-2.519672780451801,0,-2.946486287231809,0
Rua Almaden,Vila Andrade,58,2,2,Apartamento,2500,3657,-0.36326468832809894,0.03257732861801848,0.8278139635038533,0.4971266037937728,0,0.7961928087698882,0
Avenida Brumado de Minas,Jardim Independência (são Paulo),60,3,0,Casa,1500,1563,-0.336238971215471,1.1073515253255395,-0.9385440628021179,-0.16743150869204937,0,-1.1462360049131932,0
Rua Glicério,Liberdade,44,1,0,Apartamento,1100,1502,-0.5524447081164945,-1.0421968680895024,-0.9385440628021179,-2.533185639008115,0,-2.966163731514431,0
Rua Léo de Morais,Vila das Mercês,75,2,1,Apartamento,2250,2337,-0.13354609287076158,0.03257732861801848,-0.05536504964913233,-0.15633381390187542,0,0.01454092228537119,0
Rua Santa Carolina,Vila São Pedro,48,2,1,Apartamento,1900,2144,-0.4983932738912386,0.03257732861801848,-0.05536504964913233,-0.5211809949223525,0,-0.5167500733454337,0
Rua Simão de Toledo Piza,Vila Libanesa,65,2,1,Casa,1680,1844,-0.2686746784339012,0.03257732861801848,-0.05536504964913233,-0.29146239946501507,0,-1.362436725953422,0
Rua Alambique,Vila Gustavo,100,2,1,Apartamento,1690,1795,0.20427537103708754,0.03257732861801848,-0.05536504964913233,0.1814876500059737,0,0.5064770293509312,0
Rua do Erário,Vila Bertioga,70,2,0,Casa,2065,2320,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.9569443161761289,0
Rua Bica de Pedra,Vila Anglo Brasileira,110,2,2,Casa,3500,3651,0.33940395660022715,0.03257732861801848,0.8278139635038533,1.1997952487220989,0,-0.27640671326035465,0
Rua Garção Tinoco,Santana,60,2,1,Casa,2300,2398,-0.336238971215471,0.03257732861801848,-0.05536504964913233,-0.3590266922465849,0,-1.411588968200458,0
Rua Glicério,Liberdade,22,1,0,Studio e kitnet,900,1000,-0.8497275963554016,-1.0421968680895024,-0.9385440628021179,-2.830468527247022,0,-1.5959909787415951,0
Rua Doutor Mário Vicente,Vila Dom Pedro I,35,1,0,Casa,2000,2037,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.2100228076623885,0
Rua Pierre Martin,Vila Vermelha,42,1,0,Casa,1150,1199,-0.5794704252291224,-1.0421968680895024,-0.9385440628021179,-2.560211356120743,0,-3.141209668516538,0
Rua Domiciano Ribeiro,Casa Verde Alta,50,1,0,Casa em condomínio,935,1121,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-2.7633329155300146,0
Rua Santa Madalena,Liberdade,48,1,0,Apartamento,2420,2451,-0.4983932738912386,-1.0421968680895024,-0.9385440628021179,-2.479134204782859,0,-2.8874539543839415,0
Rua Adalgisa,Vila Nilo,65,2,0,Casa,1150,1199,-0.2686746784339012,0.03257732861801848,-0.9385440628021179,-1.1746414126180005,0,-2.006096558423165,0
Rua Caruso,Vila Alpina,200,3,5,Casa,5000,5492,1.555561226668484,1.1073515253255395,3.4773510029628096,6.140263754956833,1,3.4483259403525306,0
Rua Chico Pontes,Vila Guilherme,40,1,0,Casa em condomínio,1350,1607,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-2.8518709708820875,0
Rua General Dias,Penha de França,50,2,0,Casa,1298,1403,-0.4713675567786107,0.03257732861801848,-0.9385440628021179,-1.3773342909627102,0,-2.153553285164273,0
Rua Bom Jesus,Vila Regente Feijó,50,2,1,Apartamento,2350,3112,-0.4713675567786107,0.03257732861801848,-0.05536504964913233,-0.49415527780972457,0,-0.4773951847801889,0
Rua dos Jacintos,Mirandópolis,41,1,0,Apartamento,2800,3514,-0.5929832837854363,-1.0421968680895024,-0.9385440628021179,-2.5737242146770565,0,-3.025196064362299,0
Rua Cônego Vicente Miguel Marino,Barra Funda,36,2,0,Apartamento,1980,2376,-0.6605475765670061,0.03257732861801848,-0.9385440628021179,-1.5665143107511055,0,-1.8690478440260003,0
Rua Itamonte,Vila Medeiros,60,2,0,Casa,1150,1408,-0.336238971215471,0.03257732861801848,-0.9385440628021179,-1.2422057053995705,0,-2.055248800670201,0
Rua Orfanato,Vila Prudente,40,1,0,Apartamento,1450,1540,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.044873508644921,0
Avenida Nove de Julho,Bela Vista,55,1,0,Apartamento,1450,2107,-0.40380326399704086,-1.0421968680895024,-0.9385440628021179,-2.384544194888661,0,-2.749711844405585,0
Rua Jaracatiá,Jardim Umarizal,54,2,1,Apartamento,1518,2077,-0.4173161225533548,0.03257732861801848,-0.05536504964913233,-0.44010384358446863,0,-0.39868540764969923,0
Rua Professor João Simões,Vila Santo Estéfano,50,1,0,Casa,1110,1232,-0.4713675567786107,-1.0421968680895024,-0.9385440628021179,-2.452108487670231,0,-3.0625660809212802,0
Rua Gustavo Teixeira,Taboão,47,2,1,Apartamento,1200,1538,-0.5119061324475526,0.03257732861801848,-0.05536504964913233,-0.5346938534786664,0,-0.5364275176280561,0
Avenida Presidente Humberto de Alencar Castelo Branco,Vila Augusta,86,2,2,Apartamento,3950,4990,0.01509535124869203,0.03257732861801848,0.8278139635038533,0.8754866433705638,0,1.3471612486833155,0
Rua Caracaxá,Vila Nivi,160,3,1,Casa,2600,2710,1.0150468844159253,1.1073515253255395,-0.05536504964913233,2.0670333600923323,0,0.48046867249727054,0
Avenida Thomas Edison,Barra Funda,32,1,0,Apartamento,1800,2232,-0.7145990107922621,-1.0421968680895024,-0.9385440628021179,-2.6953399416838826,0,-3.2022930629059,0
Rua Marilândia,Vila Primavera,55,2,0,Apartamento,1450,1556,-0.40380326399704086,0.03257732861801848,-0.9385440628021179,-1.3097699981811401,0,-1.495176402656175,0
Avenida Itaberaba,Nossa Senhora do Ó,56,2,1,Apartamento,2300,2918,-0.3902904054407269,0.03257732861801848,-0.05536504964913233,-0.4130781264718407,0,-0.3593305190844544,0
Rua Dragões da Independência,Tucuruvi,45,2,1,Apartamento,1995,2298,-0.5389318495601805,0.03257732861801848,-0.05536504964913233,-0.5617195705912944,0,-0.5757824061933008,0
Avenida Salgado Filho,Jardim Cristin Alice,52,2,0,Apartamento,1033,1388,-0.44434183966598273,0.03257732861801848,-0.9385440628021179,-1.3503085738500822,0,-1.5542087355040421,0
Avenida Jabaquara,Mirandópolis,65,2,0,Apartamento,2000,2917,-0.2686746784339012,0.03257732861801848,-0.9385440628021179,-1.1746414126180005,0,-1.2984019598299508,0
Rua Francesco Granacci,Parque São Luís,100,3,0,Casa,1850,1928,0.20427537103708754,1.1073515253255395,-0.9385440628021179,0.3730828335605091,0,-0.7530180669369049,0
Avenida São João,Campos Elíseos,40,1,0,Apartamento,1800,2113,-0.6064961423417503,-1.0421968680895024,-0.9385440628021179,-2.5872370732333705,0,-3.044873508644921,0
Rua Coelho Barradas,Parque da Vila Prudente,30,1,0,Apartamento,1985,2362,-0.74162472790489,-1.0421968680895024,-0.9385440628021179,-2.72236565879651,0,-3.241647951471145,0
Rua Caminho do Engenho,Ferreira,37,1,0,Apartamento,2000,2524,-0.6470347180106922,-1.0421968680895024,-0.9385440628021179,-2.6277756489023125,0,-3.1039058414927885,0
Rua Asdrúbal do Nascimento,Bela Vista,29,1,0,Apartamento,2800,3313,-0.7551375864612039,-1.0421968680895024,-0.9385440628021179,-2.735878517352824,0,-3.261325395753768,0
Rua Soldado Paulo Emídio Pereira,Jardim Japao,35,1,0,Casa,760,809,-0.6740604351233201,-1.0421968680895024,-0.9385440628021179,-2.6548013660149405,0,-3.2100228076623885,0
Rua Paim,Bela Vista,34,1,1,Apartamento,3400,3881,-0.687573293679634,-1.0421968680895024,-0.05536504964913233,-1.7851352114182688,0,-2.0467697350515577,0
Rua Luís Correia de Melo,Vila Cruzeiro,45,1,1,Apartamento,2780,3488,-0.5389318495601805,-1.0421968680895024,-0.05536504964913233,-1.6364937672988151,0,-1.830317847942711,0
Avenida Vila Ema,Vila Ema,27,1,0,Apartamento,950,1327,-0.7821633035738318,-1.0421968680895024,-0.9385440628021179,-2.762904234465452,0,-3.3006802843190126,0
Rua Doutor Ivo Define Frasca,Vila Olímpia,34,1,1,Studio e kitnet,3450,4083,-0.687573293679634,-1.0421968680895024,-0.05536504964913233,-1.7851352114182688,0,1.8631799347800908,0
Rua Heitor Penteado,Sumarezinho,59,1,0,Apartamento,2900,3862,-0.349751829771785,-1.0421968680895024,-0.9385440628021179,-2.330492760663405,0,-2.6710020672750954,0
Avenida Menotti Laudisio,Jardim Cidade Pirituba,26,1,1,Studio e kitnet,1400,1734,-0.7956761621301458,-1.0421968680895024,-0.05536504964913233,-1.8932380798687805,0,0.9937146242474845,0
Praça Benedito Calixto,Pinheiros,50,1,1,Apartamento,2415,3108,-0.4713675567786107,-1.0421968680895024,-0.05536504964913233,-1.5689294745172453,0,-1.7319306265295988,0
Rua Argonautas,Vila Formosa,70,2,0,Casa,1750,1824,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.9569443161761289,0
Rua João Artoni Testae,Jardim Testae,70,2,1,Casa,1550,1631,-0.20111038565233139,0.03257732861801848,-0.05536504964913233,-0.22389810668344523,0,-1.313284483706386,0
Avenida Guarapiranga,Parque Alves de Lima,48,2,1,Apartamento,1890,2509,-0.4983932738912386,0.03257732861801848,-0.05536504964913233,-0.5211809949223525,0,-0.5167500733454337,0
Avenida Rubens Fraga de Toledo Arruda,Engenheiro Goulart,50,2,0,Casa,1300,1395,-0.4713675567786107,0.03257732861801848,-0.9385440628021179,-1.3773342909627102,0,-2.153553285164273,0
Rua Professor Francisco Accioly,Vila Antonieta,100,2,1,Casa,1800,2170,0.20427537103708754,0.03257732861801848,-0.05536504964913233,0.1814876500059737,0,-1.0183710302241695,0
Rua Bento Branco de Andrade Filho,Jardim Dom Bosco,69,2,1,Apartamento,3100,4187,-0.21462324420864537,0.03257732861801848,-0.05536504964913233,-0.23741096523975921,0,-0.10352374341036322,0
Rua Basílio da Cunha,Vila Deodoro,97,3,0,Apartamento,2100,2697,0.16373679536814564,1.1073515253255395,-0.9385440628021179,0.3325442578915673,0,0.5858116989633761,0
Avenida do Guacá,Lauzane Paulista,56,2,1,Apartamento,1900,2741,-0.3902904054407269,0.03257732861801848,-0.05536504964913233,-0.4130781264718407,0,-0.3593305190844544,0
Rua Eduardo Ferreira Franca,Cursino,48,2,0,Casa em condomínio,1445,1571,-0.4983932738912386,0.03257732861801848,-0.9385440628021179,-1.404360008075338,0,-1.8318751080412956,0
Rua Lauro Muller,Vila Palmares,37,1,0,Apartamento,750,839,-0.6470347180106922,-1.0421968680895024,-0.9385440628021179,-2.6277756489023125,0,-3.1039058414927885,0
Alameda Barão de Limeira,Campos Elíseos,34,1,0,Studio e kitnet,730,1149,-0.687573293679634,-1.0421968680895024,-0.9385440628021179,-2.6683142245712546,0,-0.29179301294268584,0
Rua Doutor Oscár Bernardes,Vila Palmares,70,2,1,Casa,1324,1380,-0.20111038565233139,0.03257732861801848,-0.05536504964913233,-0.22389810668344523,0,-1.313284483706386,0
Rua Antônio D'agostinho,Jardim Dourado,18,1,0,Apartamento,567,722,-0.9037790305806576,-1.0421968680895024,-0.9385440628021179,-2.884519961472278,0,-3.477777282862614,0
Rua Padre Isidoro,Vila Nova York,44,2,0,Apartamento,1600,1662,-0.5524447081164945,0.03257732861801848,-0.9385440628021179,-1.4584114423005938,0,-1.7116282897650212,0
Rua José Debieux,Santana,90,2,1,Apartamento,2448,3506,0.06914678547394788,0.03257732861801848,-0.05536504964913233,0.046359064442834025,0,0.3097025865247072,0
Rua Maestro Cardim,Liberdade,165,2,0,Casa,6000,6187,1.0826111771974951,0.03257732861801848,-0.9385440628021179,0.17664444301339566,0,-1.023051713482444,0
Avenida Doutor Assis Ribeiro,Cangaíba,52,2,1,Apartamento,1500,2008,-0.44434183966598273,0.03257732861801848,-0.05536504964913233,-0.46712956069709655,0,-0.43804029621494406,0
Rua Francisco Fett,Vila Paulo Silas,70,2,0,Casa,1500,1673,-0.20111038565233139,0.03257732861801848,-0.9385440628021179,-1.1070771198364309,0,-1.9569443161761289,0
Avenida Vila Ema,Vila Ema,33,2,0,Apartamento,1500,1853,-0.7010861522359481,0.03257732861801848,-0.9385440628021179,-1.6070528864200475,0,-1.9280801768738676,0
Praça Alberto Lion,Cambuci,42,2,0,Apartamento,1460,1916,-0.5794704252291224,0.03257732861801848,-0.9385440628021179,-1.4854371594132219,0,-1.750983178330266,0
Avenida Carlos Liviero,Sacoma,48,2,1,Apartamento,1600,2008,-0.4983932738912386,0.03257732861801848,-0.05536504964913233,-0.5211809949223525,0,-0.5167500733454337,0
Rua Antônio Artoni,Vila Vera,85,2,1,Casa,2000,2177,0.0015824926923780661,0.03257732861801848,-0.05536504964913233,-0.021205228338735782,0,-1.1658277569652777,0
Rua Aimutong,Tucuruvi,38,1,0,Casa em condomínio,953,1019,-0.6335218594543782,-1.0421968680895024,-0.9385440628021179,-2.6142627903459985,0,-2.8695785819525024,0
Rua Marcos Grotti Vidal,Cidade Patriarca,50,2,0,Casa,1150,1199,-0.4713675567786107,0.03257732861801848,-0.9385440628021179,-1.3773342909627102,0,-2.153553285164273,0
